group_id,status,best_score,W,mu,w,eta,alpha,beta,Btime,Bmemory,Cbase,Cblock,Coracle,Bmin,B2,path
W128_mu16_w8_eta4_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,4,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta4_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta4_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,4,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta4_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta4_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,4,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta4_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta4_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,4,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta4_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta4_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,4,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta4_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta4_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,4,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta4_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta4_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,4,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta4_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta4_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,4,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta4_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta4_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,4,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta4_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta4_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,4,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta4_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta4_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,4,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta4_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta4_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,4,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta4_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta4_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,4,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta4_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta4_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,4,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta4_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta4_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,4,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta4_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta4_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,4,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta4_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta4_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,4,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta4_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w8_eta8_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,8,8,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w8_eta8_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w8_eta8_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,8,8,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w8_eta8_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w8_eta8_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,8,8,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w8_eta8_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w8_eta8_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,8,8,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w8_eta8_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w8_eta8_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,8,8,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w8_eta8_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w8_eta8_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,8,8,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w8_eta8_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu4_w8_eta8_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,4,8,8,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu4_w8_eta8_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu4_w8_eta8_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,4,8,8,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu4_w8_eta8_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu4_w8_eta8_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,4,8,8,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu4_w8_eta8_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu4_w8_eta8_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,4,8,8,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu4_w8_eta8_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu4_w8_eta8_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,4,8,8,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu4_w8_eta8_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu4_w8_eta8_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,4,8,8,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu4_w8_eta8_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu8_w8_eta8_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,8,8,8,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu8_w8_eta8_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu8_w8_eta8_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,8,8,8,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu8_w8_eta8_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu8_w8_eta8_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,8,8,8,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu8_w8_eta8_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu8_w8_eta8_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,8,8,8,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu8_w8_eta8_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu8_w8_eta8_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,8,8,8,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu8_w8_eta8_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu8_w8_eta8_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,8,8,8,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu8_w8_eta8_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta8_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,8,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta8_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta8_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,8,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta8_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta8_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,8,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta8_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta8_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,8,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta8_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta8_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,8,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta8_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta8_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,8,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta8_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta8_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,8,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta8_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta8_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,8,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta8_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta8_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,8,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta8_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta8_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,8,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta8_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta8_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,8,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta8_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta8_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,8,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta8_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta8_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,8,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta8_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta8_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,8,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta8_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta8_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,8,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta8_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta8_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,8,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta8_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta8_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,8,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta8_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta8_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,8,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta8_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w8_eta16_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,8,16,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w8_eta16_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w8_eta16_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,8,16,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w8_eta16_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w8_eta16_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,8,16,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w8_eta16_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w8_eta16_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,8,16,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w8_eta16_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w8_eta16_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,8,16,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w8_eta16_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w8_eta16_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,8,16,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w8_eta16_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu4_w8_eta16_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,4,8,16,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu4_w8_eta16_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu4_w8_eta16_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,4,8,16,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu4_w8_eta16_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu4_w8_eta16_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,4,8,16,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu4_w8_eta16_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu4_w8_eta16_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,4,8,16,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu4_w8_eta16_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu4_w8_eta16_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,4,8,16,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu4_w8_eta16_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu4_w8_eta16_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,4,8,16,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu4_w8_eta16_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu8_w8_eta16_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,8,8,16,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu8_w8_eta16_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu8_w8_eta16_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,8,8,16,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu8_w8_eta16_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu8_w8_eta16_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,8,8,16,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu8_w8_eta16_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu8_w8_eta16_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,8,8,16,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu8_w8_eta16_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu8_w8_eta16_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,8,8,16,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu8_w8_eta16_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu8_w8_eta16_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,8,8,16,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu8_w8_eta16_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta16_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,16,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta16_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta16_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,16,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta16_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta16_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,16,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta16_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta16_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,16,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta16_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta16_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,16,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta16_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu16_w8_eta16_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,16,8,16,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu16_w8_eta16_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta16_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,16,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta16_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta16_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,16,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta16_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta16_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,16,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta16_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta16_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,16,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta16_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta16_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,16,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta16_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu32_w8_eta16_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,32,8,16,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu32_w8_eta16_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta16_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,16,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta16_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta16_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,16,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta16_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta16_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,16,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta16_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta16_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,16,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta16_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta16_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,16,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta16_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu64_w8_eta16_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,64,8,16,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu64_w8_eta16_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w16_eta2_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,16,2,0.001,0.03,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w16_eta2_a1_b3_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w16_eta2_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,16,2,0.001,0.05,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w16_eta2_a1_b5_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w16_eta2_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,16,2,0.001,0.1,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w16_eta2_a1_b10_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w16_eta2_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,16,2,0.001,0.15,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w16_eta2_a1_b15_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w16_eta2_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,16,2,0.001,0.2,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w16_eta2_a1_b20_Bt30_Bm50_Cb5_Cbl4_Co6.json
W128_mu2_w16_eta2_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6,SKIPPED,,128,2,16,2,0.001,0.25,1073741824,1125899906842624,32,16,64,,,resultados_ml_v2\W128_mu2_w16_eta2_a1_b25_Bt30_Bm50_Cb5_Cbl4_Co6.json
