epoch,brier,loss,nll,val_brier,val_loss,val_nll,learning_rate
1,0.1897718906402588,0.1897718906402588,0.8018759489059448,0.15985651314258575,0.15985651314258575,0.6716296672821045,0.0005000000237487257
2,0.15807081758975983,0.15807081758975983,0.7441602349281311,0.15376362204551697,0.15376362204551697,0.6594192385673523,0.0005000000237487257
3,0.14079561829566956,0.14079561829566956,0.7295528054237366,0.14392438530921936,0.14392438530921936,0.6396531462669373,0.0005000000237487257
4,0.12399998307228088,0.12399998307228088,0.7194461822509766,0.1327904313802719,0.1327904313802719,0.6171886324882507,0.0005000000237487257
5,0.10905615985393524,0.10905615985393524,0.7225784659385681,0.12072563916444778,0.12072563916444778,0.5926791429519653,0.0005000000237487257
6,0.09962967783212662,0.09962967783212662,0.7377036213874817,0.10869968682527542,0.10869968682527542,0.5679853558540344,0.0005000000237487257
7,0.08973638713359833,0.08973638713359833,0.7443885207176208,0.09681431204080582,0.09681431204080582,0.5432236194610596,0.0005000000237487257
8,0.08065439015626907,0.08065439015626907,0.7440194487571716,0.08559839427471161,0.08559839427471161,0.5194261074066162,0.0005000000237487257
9,0.07431336492300034,0.07431336492300034,0.7578421235084534,0.0757959634065628,0.0757959634065628,0.4981660544872284,0.0005000000237487257
10,0.06814461946487427,0.06814461946487427,0.750383734703064,0.06740361452102661,0.06740361452102661,0.479509174823761,0.0005000000237487257
11,0.061631012707948685,0.061631008982658386,0.7401608228683472,0.06021459400653839,0.06021459400653839,0.46308964490890503,0.0005000000237487257
12,0.05796881765127182,0.05796881765127182,0.7211868762969971,0.054361410439014435,0.054361410439014435,0.4493323266506195,0.0005000000237487257
13,0.05359124019742012,0.05359124019742012,0.7273864150047302,0.04925484582781792,0.04925484582781792,0.4369731843471527,0.0005000000237487257
14,0.04915136471390724,0.04915136471390724,0.7062005996704102,0.04483379051089287,0.04483379051089287,0.4259485900402069,0.0005000000237487257
15,0.04668014124035835,0.04668014124035835,0.7090091705322266,0.04065326228737831,0.04065326228737831,0.41522151231765747,0.0005000000237487257
16,0.04405718669295311,0.04405718669295311,0.7052863240242004,0.037569716572761536,0.037569716572761536,0.40701571106910706,0.0005000000237487257
17,0.04165956750512123,0.04165956750512123,0.703334629535675,0.034720633178949356,0.034720633178949356,0.39918822050094604,0.0005000000237487257
18,0.04039859026670456,0.04039859026670456,0.701610803604126,0.03263138607144356,0.03263138607144356,0.3932228684425354,0.0005000000237487257
19,0.03889673575758934,0.03889673575758934,0.6924318671226501,0.031114256009459496,0.031114256009459496,0.3888151943683624,0.0005000000237487257
20,0.03662643954157829,0.03662643954157829,0.6929872035980225,0.029604438692331314,0.029604438692331314,0.38431480526924133,0.0005000000237487257
21,0.03364291042089462,0.03364291042089462,0.6680251359939575,0.02808990702033043,0.02808990702033043,0.379622220993042,0.0005000000237487257
22,0.03299856558442116,0.03299856558442116,0.6667613983154297,0.02692669816315174,0.02692669816315174,0.375660240650177,0.0005000000237487257
23,0.03309711813926697,0.03309711813926697,0.6615874767303467,0.026388045400381088,0.026388045400381088,0.3734086751937866,0.0005000000237487257
24,0.030668385326862335,0.030668385326862335,0.648476779460907,0.025989023968577385,0.025989023968577385,0.37163713574409485,0.0005000000237487257
25,0.02976193092763424,0.02976193092763424,0.6422461867332458,0.025611121207475662,0.025611121207475662,0.3700565993785858,0.0005000000237487257
26,0.029713520780205727,0.029713518917560577,0.624822735786438,0.02526393160223961,0.02526393160223961,0.368879497051239,0.0005000000237487257
27,0.026255924254655838,0.026255924254655838,0.6323755979537964,0.024766255170106888,0.024766255170106888,0.36713263392448425,0.0005000000237487257
28,0.02569914050400257,0.02569914050400257,0.62030029296875,0.02395857684314251,0.02395857684314251,0.3641913831233978,0.0005000000237487257
29,0.024559272453188896,0.024559272453188896,0.6218641400337219,0.023242218419909477,0.023242218419909477,0.36130207777023315,0.0005000000237487257
30,0.023884451016783714,0.023884451016783714,0.6221822500228882,0.022428246214985847,0.022428246214985847,0.3582386076450348,0.0005000000237487257
31,0.024071335792541504,0.024071335792541504,0.6258119344711304,0.02190425433218479,0.02190425433218479,0.35598504543304443,0.0005000000237487257
32,0.02261202596127987,0.02261202596127987,0.6060449481010437,0.02169192209839821,0.02169192209839821,0.35465338826179504,0.0005000000237487257
33,0.021901054307818413,0.021901054307818413,0.6069486141204834,0.02165086753666401,0.02165086753666401,0.35414886474609375,0.0005000000237487257
34,0.02135489322245121,0.02135489322245121,0.6018316745758057,0.021515898406505585,0.021515898406505585,0.3536317050457001,0.0005000000237487257
35,0.02111896127462387,0.02111896127462387,0.6041697859764099,0.02149200066924095,0.02149200066924095,0.3533446192741394,0.0005000000237487257
36,0.02080768719315529,0.02080768719315529,0.5933692455291748,0.021659431979060173,0.021659431979060173,0.35332798957824707,0.0005000000237487257
37,0.018992813304066658,0.018992813304066658,0.5792200565338135,0.021388161927461624,0.021388161927461624,0.3519449234008789,0.0005000000237487257
38,0.017898375168442726,0.017898375168442726,0.5755668878555298,0.021074945107102394,0.021074945107102394,0.35069695115089417,0.0005000000237487257
39,0.017984570935368538,0.017984570935368538,0.580563485622406,0.020591789856553078,0.020591789856553078,0.34920328855514526,0.0005000000237487257
40,0.01733962818980217,0.01733962818980217,0.5760130286216736,0.020205501466989517,0.020205501466989517,0.34802520275115967,0.0005000000237487257
41,0.017322270199656487,0.017322270199656487,0.5756919384002686,0.01974930800497532,0.01974930800497532,0.3464772403240204,0.0005000000237487257
42,0.014912133105099201,0.014912133105099201,0.5581749081611633,0.01955135352909565,0.01955135352909565,0.3454284071922302,0.0005000000237487257
43,0.015424233861267567,0.015424233861267567,0.5728294253349304,0.019014960154891014,0.019014960154891014,0.3434269428253174,0.0005000000237487257
44,0.015080278739333153,0.015080278739333153,0.5622827410697937,0.018757985904812813,0.018757985904812813,0.3422725796699524,0.0005000000237487257
45,0.014721350744366646,0.014721350744366646,0.5593774318695068,0.018738985061645508,0.018738985061645508,0.34174615144729614,0.0005000000237487257
46,0.014195644296705723,0.014195644296705723,0.5471760630607605,0.018840963020920753,0.018840963020920753,0.34151068329811096,0.0005000000237487257
47,0.013612709939479828,0.013612709939479828,0.5456028580665588,0.018981650471687317,0.018981650471687317,0.3413529098033905,0.0005000000237487257
48,0.013017137534916401,0.013017137534916401,0.5481986403465271,0.019007841125130653,0.019007841125130653,0.3409891426563263,0.0005000000237487257
49,0.013013464398682117,0.013013464398682117,0.5353446006774902,0.01882636547088623,0.01882636547088623,0.3400593400001526,0.0005000000237487257
50,0.013617677614092827,0.013617677614092827,0.5490641593933105,0.018448887392878532,0.018448887392878532,0.3386315405368805,0.0005000000237487257
51,0.01181406993418932,0.01181406993418932,0.5383568406105042,0.01782727614045143,0.01782727614045143,0.3367528021335602,0.0005000000237487257
52,0.012321622110903263,0.012321622110903263,0.5323049426078796,0.01732836477458477,0.01732836477458477,0.3350990414619446,0.0005000000237487257
53,0.01157792191952467,0.01157792191952467,0.527565062046051,0.01739054173231125,0.01739054173231125,0.33504992723464966,0.0005000000237487257
54,0.012012328952550888,0.012012328952550888,0.537675142288208,0.017264340072870255,0.017264340072870255,0.3348056972026825,0.0005000000237487257
55,0.011495371349155903,0.011495371349155903,0.5354010462760925,0.01692841574549675,0.01692841574549675,0.33390024304389954,0.0005000000237487257
56,0.010862697847187519,0.010862697847187519,0.5219338536262512,0.01665739342570305,0.01665739342570305,0.33294397592544556,0.0005000000237487257
57,0.011018142104148865,0.011018142104148865,0.5337514877319336,0.01639387756586075,0.01639387756586075,0.3318311870098114,0.0005000000237487257
