epoch,brier,loss,nll,val_brier,val_loss,val_nll,learning_rate
1,0.1921796351671219,0.1921796351671219,0.824475109577179,0.15049558877944946,0.15049558877944946,0.6528351902961731,0.0010000000474974513
2,0.16341465711593628,0.16341465711593628,0.7686423659324646,0.14306670427322388,0.14306670427322388,0.6379278302192688,0.0010000000474974513
3,0.1472240835428238,0.1472240835428238,0.7456696629524231,0.13612863421440125,0.13612863421440125,0.6239295601844788,0.0010000000474974513
4,0.13174223899841309,0.13174223899841309,0.7135587334632874,0.12887074053287506,0.12887074053287506,0.6091910004615784,0.0010000000474974513
5,0.119659923017025,0.119659923017025,0.7075684070587158,0.12065313011407852,0.12065313011407852,0.5923880338668823,0.0010000000474974513
6,0.1105792224407196,0.1105792224407196,0.6971648335456848,0.11139626055955887,0.11139626055955887,0.5733013153076172,0.0010000000474974513
7,0.10056424885988235,0.10056424885988235,0.6922110915184021,0.10145950317382812,0.10145950317382812,0.5525717735290527,0.0010000000474974513
8,0.09483665972948074,0.09483665972948074,0.6879177093505859,0.09159564971923828,0.09159564971923828,0.5316742658615112,0.0010000000474974513
9,0.08636462688446045,0.08636462688446045,0.6848788857460022,0.08202806115150452,0.08202806115150452,0.5110695958137512,0.0010000000474974513
10,0.08192968368530273,0.08192968368530273,0.6882770657539368,0.07291402667760849,0.07291402667760849,0.4911132752895355,0.0010000000474974513
11,0.07604867219924927,0.07604867219924927,0.6890819072723389,0.06434383243322372,0.06434383243322372,0.4719596207141876,0.0010000000474974513
12,0.07487886399030685,0.07487886399030685,0.6904169321060181,0.05647704377770424,0.05647704377770424,0.45396530628204346,0.0010000000474974513
13,0.06819476932287216,0.06819476932287216,0.6772902607917786,0.04952904209494591,0.04952904209494591,0.4376223385334015,0.0010000000474974513
14,0.06466199457645416,0.06466199457645416,0.6754785180091858,0.043588683009147644,0.043588683009147644,0.42321011424064636,0.0010000000474974513
15,0.06101267784833908,0.06101267784833908,0.6660115718841553,0.03846229612827301,0.03846229612827301,0.41031286120414734,0.0010000000474974513
16,0.05805119499564171,0.05805119499564171,0.6615206003189087,0.034107621759176254,0.034107621759176254,0.39890342950820923,0.0010000000474974513
17,0.05570029467344284,0.05570029467344284,0.6647115349769592,0.030539769679307938,0.030539769679307938,0.38913416862487793,0.0010000000474974513
18,0.05181235447525978,0.05181235447525978,0.6613013744354248,0.02754717692732811,0.02754717692732811,0.38052672147750854,0.0010000000474974513
19,0.050859276205301285,0.050859276205301285,0.6472864151000977,0.0252209659665823,0.0252209659665823,0.3734235167503357,0.0010000000474974513
20,0.04812966659665108,0.04812966659665108,0.6518347263336182,0.023408306762576103,0.023408306762576103,0.3675309419631958,0.0010000000474974513
21,0.04413556307554245,0.04413556307554245,0.6230007410049438,0.022092677652835846,0.022092677652835846,0.36287760734558105,0.0010000000474974513
22,0.042941607534885406,0.042941607534885406,0.6213500499725342,0.02098151110112667,0.02098151110112667,0.35875722765922546,0.0010000000474974513
23,0.04107218235731125,0.04107218235731125,0.6085814237594604,0.020198974758386612,0.020198974758386612,0.35547783970832825,0.0010000000474974513
24,0.0408393070101738,0.0408393070101738,0.6118943095207214,0.019701246172189713,0.019701246172189713,0.35303795337677,0.0010000000474974513
25,0.03787051513791084,0.03787051513791084,0.5953483581542969,0.019522232934832573,0.019522232934832573,0.35147759318351746,0.0010000000474974513
26,0.03549973666667938,0.03549973666667938,0.5783363580703735,0.01916358806192875,0.01916358806192875,0.3494560122489929,0.0010000000474974513
27,0.033436935395002365,0.033436935395002365,0.5881467461585999,0.018530866131186485,0.018530866131186485,0.34675776958465576,0.0010000000474974513
28,0.03246231749653816,0.03246231749653816,0.5827460885047913,0.018175272271037102,0.018175272271037102,0.3447674810886383,0.0010000000474974513
29,0.030389105901122093,0.030389105901122093,0.5675114989280701,0.018182922154664993,0.018182922154664993,0.34381431341171265,0.0010000000474974513
30,0.028653329238295555,0.028653329238295555,0.5503937602043152,0.01857278309762478,0.01857278309762478,0.3439772427082062,0.0010000000474974513
31,0.028265954926609993,0.028265954926609993,0.5398943424224854,0.019000180065631866,0.019000180065631866,0.3443217873573303,0.0010000000474974513
32,0.02676973305642605,0.02676973305642605,0.5291182994842529,0.018851542845368385,0.018851542845368385,0.34331953525543213,0.0010000000474974513
33,0.0251588374376297,0.0251588374376297,0.543398380279541,0.018509767949581146,0.018509767949581146,0.3418924808502197,0.0010000000474974513
34,0.024289296939969063,0.024289296939969063,0.5397670865058899,0.018587330356240273,0.018587330356240273,0.3415692448616028,0.0010000000474974513
35,0.022718749940395355,0.022718749940395355,0.5251308083534241,0.019129661843180656,0.019129661843180656,0.34249621629714966,0.0010000000474974513
36,0.022190142422914505,0.022190142422914505,0.5148442983627319,0.019396403804421425,0.019396403804421425,0.3429935574531555,0.0005000000237487257
37,0.02207258529961109,0.02207258529961109,0.509955644607544,0.01943621225655079,0.01943621225655079,0.342962384223938,0.0005000000237487257
38,0.021301371976733208,0.021301371976733208,0.5105828642845154,0.01921534724533558,0.01921534724533558,0.34227871894836426,0.0005000000237487257
39,0.020509332418441772,0.020509332418441772,0.5075526833534241,0.01894976757466793,0.01894976757466793,0.34143000841140747,0.0005000000237487257
40,0.02058854140341282,0.02058854140341282,0.5112480521202087,0.018837876617908478,0.018837876617908478,0.34094366431236267,0.0005000000237487257
41,0.01937650889158249,0.01937650889158249,0.5037564635276794,0.01894577033817768,0.01894577033817768,0.3410261869430542,0.0005000000237487257
42,0.019413534551858902,0.019413534551858902,0.5095127820968628,0.019025493413209915,0.019025493413209915,0.34103548526763916,0.0005000000237487257
43,0.01777331344783306,0.01777331344783306,0.5002095699310303,0.01895906962454319,0.01895906962454319,0.34078189730644226,0.0002500000118743628
