epoch,brier,loss,nll,val_brier,val_loss,val_nll,learning_rate
1,0.20369066298007965,0.20369066298007965,0.8327333331108093,0.17793957889080048,0.17793957889080048,0.7078481316566467,0.0005000000237487257
2,0.18041293323040009,0.18041293323040009,0.7716035842895508,0.16937965154647827,0.16937965154647827,0.6907125115394592,0.0005000000237487257
3,0.16190798580646515,0.16190798580646515,0.7401185035705566,0.1618724763393402,0.1618724763393402,0.6756756901741028,0.0005000000237487257
4,0.15518775582313538,0.15518775582313538,0.7267541885375977,0.15538901090621948,0.15538901090621948,0.662670373916626,0.0005000000237487257
5,0.14177772402763367,0.14177772402763367,0.7053693532943726,0.14954295754432678,0.14954295754432678,0.6509212851524353,0.0005000000237487257
6,0.13780075311660767,0.13780075311660767,0.7032836079597473,0.14421099424362183,0.14421099424362183,0.6401840448379517,0.0005000000237487257
7,0.13202475011348724,0.13202475011348724,0.69586181640625,0.13896654546260834,0.13896654546260834,0.6295977234840393,0.0005000000237487257
8,0.12569864094257355,0.12569864094257355,0.685453474521637,0.1336195170879364,0.1336195170879364,0.6187679767608643,0.0005000000237487257
9,0.12007251381874084,0.12007251381874084,0.6820785999298096,0.1282903105020523,0.1282903105020523,0.6079339385032654,0.0005000000237487257
10,0.11554078757762909,0.11554078757762909,0.6839153170585632,0.12299953401088715,0.12299953401088715,0.597128689289093,0.0005000000237487257
11,0.11143840104341507,0.11143840104341507,0.6788227558135986,0.11782510578632355,0.11782510578632355,0.5864967703819275,0.0005000000237487257
12,0.10683266818523407,0.10683266818523407,0.6856602430343628,0.11280975490808487,0.11280975490808487,0.5761242508888245,0.0005000000237487257
13,0.10318443924188614,0.10318443924188614,0.6926542520523071,0.10772157460451126,0.10772157460451126,0.5655351877212524,0.0005000000237487257
14,0.09705847501754761,0.09705847501754761,0.6811767220497131,0.10265170782804489,0.10265170782804489,0.554912805557251,0.0005000000237487257
15,0.09489987790584564,0.09489987790584564,0.6844287514686584,0.09751998633146286,0.09751998633146286,0.5440834164619446,0.0005000000237487257
16,0.09350886195898056,0.09350886195898056,0.6881623268127441,0.09242571890354156,0.09242571890354156,0.5332590341567993,0.0005000000237487257
17,0.0903032049536705,0.0903032049536705,0.6886576414108276,0.08764558285474777,0.08764558285474777,0.5230180621147156,0.0005000000237487257
18,0.08533535897731781,0.08533535897731781,0.688531756401062,0.0830841064453125,0.0830841064453125,0.5131569504737854,0.0005000000237487257
19,0.08439389616250992,0.08439389616250992,0.6850355267524719,0.07864616811275482,0.07864616811275482,0.5034705400466919,0.0005000000237487257
20,0.08385634422302246,0.08385634422302246,0.6874634027481079,0.07439975440502167,0.07439975440502167,0.4941070079803467,0.0005000000237487257
21,0.07890940457582474,0.07890940457582474,0.6845839023590088,0.07042927294969559,0.07042927294969559,0.48527055978775024,0.0005000000237487257
22,0.07748929411172867,0.07748929411172867,0.6911669969558716,0.06677057594060898,0.06677057594060898,0.4770457148551941,0.0005000000237487257
23,0.07509265840053558,0.07509265840053558,0.6870354413986206,0.0633847564458847,0.0633847564458847,0.4693455398082733,0.0005000000237487257
24,0.07451558113098145,0.07451558113098145,0.6900680065155029,0.06004462018609047,0.06004462018609047,0.46166571974754333,0.0005000000237487257
25,0.07196251302957535,0.07196251302957535,0.6895005106925964,0.05699458345770836,0.05699458345770836,0.45455402135849,0.0005000000237487257
26,0.0706818550825119,0.0706818550825119,0.6811080574989319,0.054196760058403015,0.054196760058403015,0.44794851541519165,0.0005000000237487257
27,0.06762206554412842,0.06762206554412842,0.678329348564148,0.05148385465145111,0.05148385465145111,0.4414634704589844,0.0005000000237487257
28,0.06621022522449493,0.06621022522449493,0.6794221997261047,0.04890302196145058,0.04890302196145058,0.43521836400032043,0.0005000000237487257
29,0.06360563635826111,0.06360563635826111,0.6822635531425476,0.04632582515478134,0.04632582515478134,0.428894966840744,0.0005000000237487257
