epoch,brier,loss,nll,val_brier,val_loss,val_nll,learning_rate
1,0.1703500598669052,0.1703500598669052,0.7735080718994141,0.16464804112911224,0.16464804112911224,0.6812239289283752,0.0005000000237487257
2,0.14628750085830688,0.14628750085830688,0.7403305172920227,0.1666361391544342,0.1666361391544342,0.6851717233657837,0.0005000000237487257
3,0.1326867938041687,0.1326867938041687,0.7532485127449036,0.1660725474357605,0.1660725474357605,0.6840656995773315,0.0005000000237487257
4,0.12095741927623749,0.12095741927623749,0.7746481895446777,0.1628117859363556,0.1628117859363556,0.6775544881820679,0.0005000000237487257
5,0.1077284961938858,0.1077284961938858,0.7866283655166626,0.15888789296150208,0.15888789296150208,0.6696839332580566,0.0005000000237487257
6,0.10051246732473373,0.10051246732473373,0.8031126856803894,0.15524964034557343,0.15524964034557343,0.6624322533607483,0.0005000000237487257
7,0.09412819892168045,0.09412819892168045,0.8205243349075317,0.15145236253738403,0.15145236253738403,0.6548799872398376,0.0005000000237487257
8,0.08970721065998077,0.08970721065998077,0.8297803401947021,0.14772212505340576,0.14772212505340576,0.6475415825843811,0.0005000000237487257
9,0.08375447988510132,0.08375447988510132,0.8399025201797485,0.1437423825263977,0.1437423825263977,0.6398407220840454,0.0005000000237487257
10,0.08015821129083633,0.08015821129083633,0.8565537929534912,0.13926032185554504,0.13926032185554504,0.6310177445411682,0.0005000000237487257
11,0.07463408261537552,0.07463408261537552,0.8678044080734253,0.13467299938201904,0.13467299938201904,0.6218978762626648,0.0005000000237487257
12,0.07263495773077011,0.07263495773077011,0.8699777722358704,0.12955228984355927,0.12955228984355927,0.6115778684616089,0.0005000000237487257
13,0.06931032985448837,0.06931032985448837,0.8814135193824768,0.1245698407292366,0.1245698407292366,0.6015468239784241,0.0005000000237487257
14,0.0674775093793869,0.0674775093793869,0.8782809376716614,0.11950738728046417,0.11950738728046417,0.5912798047065735,0.0005000000237487257
15,0.06458871066570282,0.06458871066570282,0.8804174065589905,0.11422187089920044,0.11422187089920044,0.5803605318069458,0.0005000000237487257
16,0.062373340129852295,0.062373340129852295,0.8881758451461792,0.10940350592136383,0.10940350592136383,0.570406436920166,0.0005000000237487257
17,0.061259783804416656,0.061259783804416656,0.8856346607208252,0.1050836518406868,0.1050836518406868,0.5615281462669373,0.0005000000237487257
18,0.05898667126893997,0.05898667126893997,0.8847182989120483,0.10123699903488159,0.10123699903488159,0.5535186529159546,0.0005000000237487257
19,0.05704743042588234,0.05704743042588234,0.8791607618331909,0.09739872813224792,0.09739872813224792,0.5454385876655579,0.0005000000237487257
20,0.056577544659376144,0.056577544659376144,0.8773736357688904,0.09351907670497894,0.09351907670497894,0.5372623205184937,0.0005000000237487257
21,0.054482776671648026,0.054482776671648026,0.8730559945106506,0.08980424702167511,0.08980424702167511,0.5293402671813965,0.0005000000237487257
22,0.053248606622219086,0.053248606622219086,0.8681083917617798,0.08582253754138947,0.08582253754138947,0.5207538604736328,0.0005000000237487257
23,0.05192951112985611,0.05192951112985611,0.8682115077972412,0.08208266645669937,0.08208266645669937,0.5126843452453613,0.0005000000237487257
24,0.051114536821842194,0.051114536821842194,0.8526804447174072,0.07900357991456985,0.07900357991456985,0.5059507489204407,0.0005000000237487257
25,0.04966801777482033,0.04966801777482033,0.8539482355117798,0.07624101638793945,0.07624101638793945,0.49983716011047363,0.0005000000237487257
