W,mu,w,eta,alpha,beta,N,N_valid,excluded_seeds,exception_failures,valid_failures,errors,avg_time_sec,Bmin_avg,Bmax_avg,m_bins,edges_last,NE_bin_avg,C_bin_rate,NE_pref_avg,C_pref_rate,excluded_rate,exception_rate,valid_failure_rate,seed
192,32,4,4,0.001,0.03,100,12,88,0,0,0,0.0811,29892,3001450,16,"[29393, 213535, 397677, 581819, 765961, 950103, 1134245, 1318387, 1502529, 1686671, 1870813, 2054955, 2239097, 2423239, 2607381, 2791523, 2975664]","[543435.8333333334, 1929498339.1666667, 971131718094.9166, 96037108563283.17, 3017258141174734.0, 3.3879509059420724e+16, 1.7755091990513805e+17, 3.5993432537054246e+17, 3.638977846841911e+17, 1.7755091990513805e+17, 3.3879509059420724e+16, 3016069790396452.5, 97225459341564.5, 971131718094.9166, 1929498343.0833333, 543462.9166666666]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[543435.8333333334, 1930041775.0, 973061759869.9166, 97010170323153.08, 3114268311497887.0, 3.699377737091861e+16, 2.1454469727605667e+17, 5.744790226465991e+17, 9.383768073307903e+17, 1.1159277272359283e+18, 1.149807236295349e+18, 1.1528233060857455e+18, 1.1529205315450871e+18, 1.1529215026768051e+18, 1.1529215046063035e+18, 1.152921504606847e+18]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.88,0.0,0.0,42
