W,mu,w,eta,alpha,beta,N,N_valid,excluded_seeds,exception_failures,valid_failures,errors,avg_time_sec,Bmin_avg,Bmax_avg,m_bins,edges_last,NE_bin_avg,C_bin_rate,NE_pref_avg,C_pref_rate,excluded_rate,exception_rate,valid_failure_rate,seed
192,64,8,4,0.001,0.05,100,1,99,0,0,0,0.0213,48371,1012214,8,"[48371, 168852, 289333, 409814, 530294, 650774, 771254, 891734, 1012214]","[4575.0, 932581.0, 67762276.0, 1164190872.0, 11437984578.0, 30037888901.0, 23180449472.0, 2829610233.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4575.0, 937156.0, 68699432.0, 1232890304.0, 12670874882.0, 42708763783.0, 65889213255.0, 68718823488.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.99,0.0,0.0,42
