W,mu,w,eta,alpha,beta,N,N_valid,excluded_seeds,exception_failures,valid_failures,errors,avg_time_sec,Bmin_avg,Bmax_avg,m_bins,edges_last,NE_bin_avg,C_bin_rate,NE_pref_avg,C_pref_rate,excluded_rate,exception_rate,valid_failure_rate,seed
192,8,8,8,0.001,0.03,100,7,93,0,0,0,0.013,29108,230610,8,"[29394, 55184, 80974, 106764, 132554, 158344, 184134, 209924, 235713]","[0.0, 7.142857142857143, 36.714285714285715, 5.0, 111.57142857142857, 155.0, 141.85714285714286, 0.0]","[0.5714, 0.4286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 7.142857142857143, 43.857142857142854, 48.857142857142854, 160.42857142857142, 315.42857142857144, 457.2857142857143, 457.2857142857143]","[0.5714, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.93,0.0,0.0,42
