W,mu,w,eta,alpha,beta,N,N_valid,excluded_seeds,exception_failures,valid_failures,errors,avg_time_sec,Bmin_avg,Bmax_avg,m_bins,edges_last,NE_bin_avg,C_bin_rate,NE_pref_avg,C_pref_rate,excluded_rate,exception_rate,valid_failure_rate,seed
192,4,4,4,0.001,0.05,100,1,99,0,0,0,0.0,54105,700339,16,"[54105, 94495, 134885, 175275, 215665, 256055, 296445, 336835, 377225, 417615, 458005, 498394, 538783, 579172, 619561, 659950, 700339]","[22.0, 271.0, 10650.0, 40375.0, 123098.0, 597326.0, 1505068.0, 2062320.0, 2756416.0, 4009266.0, 3279092.0, 1327337.0, 733700.0, 311184.0, 18414.0, 2511.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[22.0, 293.0, 10943.0, 51318.0, 174416.0, 771742.0, 2276810.0, 4339130.0, 7095546.0, 11104812.0, 14383904.0, 15711241.0, 16444941.0, 16756125.0, 16774539.0, 16777050.0]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.99,0.0,0.0,42
